report_date,year,month,market,source,commodity,category,class_grade,sex,head_count,weight_range,avg_weight,weight_bucket,price_range,avg_price,notes,pdf_url,local_pdf,raw_line,publication_page
2023-06-02,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 2-3,Steers,9,386,386.0,300-400,225.00,225.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/1c18fw96f/q811n158d/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-02.pdf,9 386 386 225.00 225.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-02
2023-06-02,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 2-3,Steers,12,500,500.0,500-600,225.00,225.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/1c18fw96f/q811n158d/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-02.pdf,12 500 500 225.00 225.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-02
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,16,335,335.0,300-400,236.00,236.0,Fancy,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,16 335 335 236.00 236.00 Fancy,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,12,353-369,361.0,300-400,232.50-234.00,233.27,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,12 353-369 361 232.50-234.00 233.27,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,13,445,445.0,400-500,219.50,219.5,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,13 445 445 219.50 219.50,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,22,476-478,477.0,400-500,216.50-217.50,216.86,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,22 476-478 477 216.50-217.50 216.86,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,11,480,480.0,400-500,224.50,224.5,Fancy,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,11 480 480 224.50 224.50 Fancy,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,79,508-532,514.0,500-600,217.00-218.00,217.74,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,79 508-532 514 217.00-218.00 217.74,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,24,602-610,604.0,600-700,197.00-200.00,197.76,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,24 602-610 604 197.00-200.00 197.76,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,11,694,694.0,600-700,193.00,193.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,11 694 694 193.00 193.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Large 1,Steers,13,504,504.0,500-600,248.00,248.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,13 504 504 248.00 248.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Large 1,Steers,29,576,576.0,500-600,233.00,233.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,29 576 576 233.00 233.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Large 1,Steers,17,720,720.0,700-800,208.00,208.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,17 720 720 208.00 208.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,33,340,340.0,300-400,283.50,283.5,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,33 340 340 283.50 283.50,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,32,368-396,380.0,300-400,274.50-281.00,278.91,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,32 368-396 380 274.50-281.00 278.91,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,22,441-448,443.0,400-500,261.00-262.00,261.32,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,22 441-448 443 261.00-262.00 261.32,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,53,457,457.0,400-500,264.50,264.5,Fancy,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,53 457 457 264.50 264.50 Fancy,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,15,490,490.0,400-500,255.50,255.5,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,15 490 490 255.50 255.50,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,113,501-548,539.0,500-600,232.50-236.00,235.56,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,113 501-548 539 232.50-236.00 235.56,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,13,552-561,555.0,500-600,232.00-236.00,234.45,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,13 552-561 555 232.00-236.00 234.45,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,128,606-632,617.0,600-700,220.00-221.00,220.1,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,128 606-632 617 220.00-221.00 220.10,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,20,722-745,729.0,700-800,207.00-211.00,209.77,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,20 722-745 729 207.00-211.00 209.77,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1-2,Steers,4,339,339.0,300-400,273.00,273.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,4 339 339 273.00 273.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1-2,Steers,8,385,385.0,300-400,263.00,263.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,8 385 385 263.00 263.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1-2,Steers,18,405,405.0,400-500,255.00,255.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,18 405 405 255.00 255.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1-2,Steers,14,465,465.0,400-500,248.00,248.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,14 465 465 248.00 248.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1-2,Steers,18,590,590.0,500-600,212.00,212.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,18 590 590 212.00 212.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1-2,Steers,36,628,628.0,600-700,215.00,215.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,36 628 628 215.00 215.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1-2,Steers,16,803,803.0,800-900,182.00,182.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,16 803 803 182.00 182.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-16,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1-2,Steers,5,872,872.0,800-900,180.00,180.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/wd377b20r/ft84b5007/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-16.pdf,5 872 872 180.00 180.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-16
2023-06-30,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Large 1,Heifers,28,501,501.0,500-600,237.00,237.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/ng452z86f/b2775b58h/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-30.pdf,28 501 501 237.00 237.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-30
2023-06-30,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,41,294,294.0,200-300,242.00,242.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/ng452z86f/b2775b58h/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-30.pdf,41 294 294 242.00 242.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-30
2023-06-30,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,51,322,322.0,300-400,248.50,248.5,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/ng452z86f/b2775b58h/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-30.pdf,51 322 322 248.50 248.50,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-30
2023-06-30,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,44,370-397,386.0,300-400,237.00-244.00,239.02,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/ng452z86f/b2775b58h/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-30.pdf,44 370-397 386 237.00-244.00 239.02,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-30
2023-06-30,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,75,404-435,412.0,400-500,236.00-243.00,238.14,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/ng452z86f/b2775b58h/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-30.pdf,75 404-435 412 236.00-243.00 238.14,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-30
2023-06-30,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,48,442,442.0,400-500,248.00,248.0,Fancy,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/ng452z86f/b2775b58h/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-30.pdf,48 442 442 248.00 248.00 Fancy,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-30
2023-06-30,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,49,468,468.0,400-500,245.50,245.5,Fancy,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/ng452z86f/b2775b58h/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-30.pdf,49 468 468 245.50 245.50 Fancy,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-30
2023-06-30,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,11,486,486.0,400-500,228.00,228.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/ng452z86f/b2775b58h/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-30.pdf,11 486 486 228.00 228.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-30
2023-06-30,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,17,486,486.0,400-500,240.00,240.0,Thin Fleshed,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/ng452z86f/b2775b58h/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-30.pdf,17 486 486 240.00 240.00 Thin Fleshed,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-30
2023-06-30,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,44,503,503.0,500-600,237.00,237.0,Thin Fleshed,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/ng452z86f/b2775b58h/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-30.pdf,44 503 503 237.00 237.00 Thin Fleshed,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-30
2023-06-30,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,188,522-549,536.0,500-600,224.00-230.00,225.71,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/ng452z86f/b2775b58h/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-30.pdf,188 522-549 536 224.00-230.00 225.71,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-30
2023-06-30,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,13,550,550.0,500-600,228.00,228.0,Fancy,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/ng452z86f/b2775b58h/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-30.pdf,13 550 550 228.00 228.00 Fancy,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-30
2023-06-30,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,30,566-577,571.0,500-600,218.00-225.00,222.08,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/ng452z86f/b2775b58h/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-30.pdf,30 566-577 571 218.00-225.00 222.08,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-30
2023-06-30,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,34,610-639,621.0,600-700,212.00-217.00,213.73,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/ng452z86f/b2775b58h/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-30.pdf,34 610-639 621 212.00-217.00 213.73,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-30
2023-06-30,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,56,713,713.0,700-800,198.00,198.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/ng452z86f/b2775b58h/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-30.pdf,56 713 713 198.00 198.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-30
2023-06-30,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,8,769,769.0,700-800,191.00,191.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/ng452z86f/b2775b58h/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-30.pdf,8 769 769 191.00 191.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-30
2023-06-30,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1-2,Heifers,9,374,374.0,300-400,226.00,226.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/ng452z86f/b2775b58h/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-30.pdf,9 374 374 226.00 226.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-30
2023-06-30,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 2-3,Heifers,6,314,314.0,300-400,200.00,200.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/ng452z86f/b2775b58h/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-30.pdf,6 314 314 200.00 200.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-30
2023-06-30,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 2-3,Heifers,7,495,495.0,400-500,125.00,125.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/ng452z86f/b2775b58h/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-30.pdf,7 495 495 125.00 125.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-30
2023-06-30,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Large 1,Steers,24,448,448.0,400-500,270.00,270.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/ng452z86f/b2775b58h/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-30.pdf,24 448 448 270.00 270.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-30
2023-06-30,2023,6,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,31,295,295.0,200-300,300.50,300.5,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/ng452z86f/b2775b58h/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-06-30.pdf,31 295 295 300.50 300.50,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-06-30
